"Project","Text","SDG","Target"
"175801","tax incentives increase spending","SDG 17","SDG 17.1"
"175801","tax incentives effective increase spending positive impact productivity job creation export activity","SDG 17","SDG 17.1"
"175801","tax unit unidad de valor tributario uvt reference unit represents pesos updated annually dian inflation","SDG 17","SDG 17.1"
"175801","teacher training programs entrepreneurship business development basic intermediate levels","SDG 12","SDG 12.1"
"175801","technical design project program moderate","SDG 14","SDG 14.4"
"175874","borrower measures increase share indirect positive effects expected renewable energy electricity mix meet ndc commitments poverty distributional potential negative removing legal barriers distribution companies contract renewable social impacts environmental impacts energy generation expected mitigated","SDG 7","SDG 7.a"
"175874","borrower measures increase share renewable energy electricity mix meet ndc commitments removing legal barriers distribution companies contract renewable energy generation","SDG 7","SDG 7.a"
"175874","borrower measures increase transparency improve performance electricity sector entities approving amendments electricity law liquidate stateowned corporacion dominicana de empresas elctricas estatales ii ensure separation policymaking planning regulation functions governmental institutions energy sector","SDG 11","SDG 11.3"
"175874","borrower measures mitigate impact reduction electricity subsidies vulnerable consumers reviewing beneficiary criteria improve targeting coverage bonoluz","SDG 12","SDG 12.c"
"175874","borrower measures promote energy efficiency submitting national assembly energy efficiency bill establishes energy efficiency policies norms promotes development market energy efficient services incentivizes nonfossil fuels establishes fiscal incentives implementation energy efficiency measures evidenced bill submitted january senate initiative","SDG 7","SDG 7.a"
"175874","borrower measures promote energy efficiency submitting national assembly energy efficiency bill establishes energy efficiency policies norms promotes development market energy efficient services incentivizes nonfossil fuels establishes fiscal incentives implementation energy efficiency measures","SDG 7","SDG 7.a"
"175874","borrower measures promote energy positive environmental efficiency submitting national assembly energy efficiency bill indirect positive effects expected establishes energy efficiency policies norms promotes poverty distributional potential negative development market energy efficient services social impacts environmental impacts incentivizes nonfossil fuels establishes fiscal incentives expected mitigated implementation energy efficiency measures pillar improving financial selfsufficiency operational performance electricity sector prior action","SDG 10","SDG 10.5"
"175874","borrower measures promote indicative trigger","SDG 17","SDG 17.19"
"175874","borrower world bank curvas de costo marginal de measures promote energy efficiency abatimiento en los subsectores generacin submitting national assembly energy elctrica eficiencia energtica transporte efficiency bill establishes energy carretero efficiency policies norms promotes energy macc highlights role ee page electricity reform sustainable growth development policy loan prior actions analytical underpinnings development market energy efficient measures contributing achievement services incentivizes nonfossil ndc upgrading air conditioning fuels establishes fiscal incentives residential cooling impactful implementation energy efficiency measures avoid ghg emissions measures","SDG 7","SDG 7.a"
"175874","borrower share renewable energy electricity mix meet measures enable ndc commitments removing legal barriers distribution development lowcost renewable companies contract renewable energy generation energy generation updating legal evidenced presidential decree dated september framework mandate competitive published official gazette september procurement renewable energy projects clarify roles responsibilities sector entities implementation","SDG 7","SDG 7.a"
"175874","broadbased reform program impact stakeholders including electricity consumers employees soes private sector investors","SDG 17","SDG 17.17"
"175874","central american bank economic integration cabei interamerican development bank idb preparing parallel budget support operations based policy matrices complementary proposed wb dpl","SDG 11","SDG 11.b"
"175874","country comprehensive environmental regulatory planning framework environmental management address adverse effects energy sector","SDG 11","SDG 11.6"
"175874","country developed hydropower resources renewable energy resources solar pv wind energy bioenergy exploited","SDG 7","SDG 7.a"
"175874","countrys external position solid exports links global chains low","SDG 10","SDG 10.5"
"175874","coverage expected million households percent range reached percent percent","SDG 3","SDG 3.8"
"175874","covid crisis major economic social impacts dr economy strongly recovered","SDG 10","SDG 10.2"
"175874","crosssubsidies commercial industrial consumers residential consumers residential consumers levels monthly electricity consumption lowest levels electricity consumption","SDG 15","SDG 15.8"
"175874","current account deficit expected narrow envisaged increase external demand remain financed fdi","SDG 15","SDG 15.8"
"175874","decree expected direct climate mitigation benefits supporting implementation renewable energy energy efficiency investments introducing efficient electricity pricing system provide direct incentives decrease electricity page electricity reform sustainable growth development policy loan consumption fossil fuel generation","SDG 11","SDG 11.2"
"175874","decree lays path intermediate actions adequate sequence reforms enabled government entities move forward implementation socially sensitive critical reforms","SDG 1","SDG 1.b"
"175874","detailed characteristics ppp approach defined preparation bidding documents selection process concessionaires","SDG 15","SDG 15.8"
"175874","development objective establish policy foundations strengthening sector governance ii enhancing climate resilience social environmental sustainability iii improving financial selfsufficiency operational performance electricity sector","SDG 9","SDG 9.a"
"175874","dgapp expects finalize evaluation issue accepted declaration public half initiate bidding process page electricity reform sustainable growth development policy loan shortly","SDG 15","SDG 15.9"
"175874","dgapp indicator","SDG 17","SDG 17.19"
"175874","dgapp measures improve governance performance electricity distribution declaring ppp proposal consejo unificado de la empresas distribuidoras de electricidad public principle selecting private company assume management operation edes","SDG 17","SDG 17.17"
"175874","dgapp steps bridge infrastructure service gap electricity improve governance performance water supply sanitation dominican electricity distribution companies republic reduction distribution losses initiating cdeee plan integral de reduccion de perdidas process transfer management en las edes operation edes private operators key findings studies support conclusions public decision receive proposal soes contributor debt transfers contingent liabilities ii enforcement transparent regulatory regime prerequisite attracting private investment electricity sector","SDG 17","SDG 17.17"
"175874","dgapp steps improve governance environmental effects potential negative performance electricity distribution companies reduction expected","SDG 7","SDG 7.1"
"175874","dgapp steps improve governance performance electricity distribution companies reduction distribution losses initiating process transfer management operation edes private operators public decision receive proposal transfers evidenced dgapp resolution dated november published dgapps website","SDG 17","SDG 17.17"
"175874","dgapp steps improve governance performance electricity distribution companies reduction distribution losses initiating process transfer management operation edes private operators public decision receive proposal transfers","SDG 17","SDG 17.17"
"175874","dgapp steps improve indicative trigger","SDG 7","SDG 7.1"
"175874","dgapp resolution process ppp law law public private entity wishing propose ppp submit formal proposal justification dgapp","SDG 17","SDG 17.17"
"175874","direct transfers included bono luz bono gas hogar bono gas chofer alimentate","SDG 15","SDG 15.8"
"175874","distributional impact reform analyzed prior action significant impacts expected extreme poverty poverty gaps potential impacts mitigated implementation bonoluz reform prior action","SDG 1","SDG 1.1"
"175874","dominican corporation electricity companies corporacin dominicana de empresas elctricas estatales cdeee created coordinating body stateowned enterprises soes operating sector","SDG 9","SDG 9.3"
"175874","dominican republic dr upper middleincome country sharp gross domestic product gdp contraction percent due global covid crisis economic recovery strong percent","SDG 11","SDG 11.5"
"175874","dpl contributes objective","SDG 15","SDG 15.8"
"175874","dpl aligned dimensions set world bank development page electricity reform sustainable growth development policy loan committee paper covid crisis response resilient recovery saving lives livelihoods supporting green resilient inclusive development grid green promote environmental sustainability supporting policies aimed diversifying energy mix lowering carbon intensity electricity sector ii resilient investing planning capacity improving sectors financial viability resilience key energy infrastructure weather shocks covid natural disasters exacerbated climate change iii inclusive ensure social protection system adapted protect poorest vulnerable households rollout ambitious electricity tariff reform program improving targeting ensure fiscal efficiency","SDG 13","SDG 13.1"
"175874","dpl expected result additional mw power generation renewable energy sources contracted represents approximately percent existing installed capacity","SDG 9","SDG 9.b"
"175874","dpl line world banks climate change action plan supporting policies enable renewable energy energy efficiency investments","SDG 7","SDG 7.a"
"175874","dr highly exposed wide range hydrometeorological hazards hurricanes tropical storms flooding drought ranked countries world risk index","SDG 3","SDG 3.3"
"175874","dr highly exposed climate change","SDG 13","SDG 13.2"
"175874","drs recent imf article iv consultation endorsed expected strong economic recovery risks broadly balanced","SDG 15","SDG 15.8"
"175930","closing businesses social distancing protocols adopted panama response covid crisis significantly affected households income individuals poor vulnerable tend occupations performed home","SDG 10","SDG 10.2"
"175930","constant primary balance shock dsa assumes primary balance remain constant projection baseline scenario primary deficit percent gdp","SDG 15","SDG 15.8"
"175930","country agenda improve integrity procurement processes arose pandemicrelated procurement","SDG 11","SDG 11.3"
"175930","country recognizes adaptation global challenge faced local subnational national regional international dimensions","SDG 13","SDG 13.1"
"175930","country riskwith bond spreads midapril remains lowest lac","SDG 15","SDG 15.8"
"175930","countrys geographic position middle american continent coupled role connecting asia america makes vulnerable covid transmission","SDG 16","SDG 16.7"
"175930","countrys institutional capacity constraints exacerbated multiple government agencies involved implementation policy actions","SDG 13","SDG 13.3"
"175930","covax facility global procurement covid vaccines","SDG 3","SDG 3.b"
"175930","coverage richest quintile dropped percent percent coverage poorest quintiles maintained extent percent coverage poorest quintile compared percent bottom percent income distribution percent compared percent","SDG 3","SDG 3.8"
"175930","covid crisis led government reprioritize focus respond health emergency mitigate pandemics economic impact support measures build","SDG 12","SDG 12.4 "
"175930","covid crisis widened preexisting gaps","SDG 3","SDG 3.3"
"175930","covid crisis hit panama hard due geographic position urban density economic structure","SDG 15","SDG 15.8"
"175930","covid crisis average inflation low percent","SDG 3","SDG 3.3"
"175930","covid crisis critical challenges evident widened preexisting gaps regional ethnic ruralurban disparities highlighting institutional shortcomings limit government effectiveness","SDG 13","SDG 13.3"
"175930","covid pandemic significant damage eta iota hurricanes combined limited institutional capacity rapidly deteriorated economic activity social indicators","SDG 13","SDG 13.3"
"175930","covid pandemic led decline gdp percent steepest contractions lac eroded macroeconomic buffers","SDG 3","SDG 3.3"
"175930","covid pandemic led spending significantly lower revenues started adjust","SDG 17","SDG 17.1"
"175930","crisis impact banking sector partly delayed panamas regulatory forbearance measures allowed borrowers renegotiate loans including grace periods maturity extension incurring fees penalties","SDG 2","SDG 2.a"
"175930","current account deficit expected increase imports linked increased economic activity commodities prices","SDG 9","SDG 9.b"
"175930","current account surplus percent gdp deficit","SDG 15","SDG 15.8"
"175930","current account surplus billion deficit billion covered net fdi billion percent growth","SDG 15","SDG 15.8"
"175930","data ruaf improve targeting farmers women youth indigenous people allowing benefit dedicated public support services innovation extension services ii dedicated financial support fedaf iii prioritized access public procurement programs","SDG 17","SDG 17.17"
"175930","data source subindicators administrative data minsa","SDG 13","SDG 13.a"
"175930","data source beneficiaries administrative data pps npps population population projections panama national census statistical institute inec","SDG 10","SDG 10.7"
"175930","decree establishes directorate rural development ministry agriculture mida define framework ensure crosscutting issues gender indigenous peoples adequately addressed","SDG 2","SDG 2.a"
"175930","decree establishes sources income fund activities financed highlighting priority sectors established ndc","SDG 13","SDG 13.a"
"175930","design development strategies financed proposed dpf informed consultations sectors panamanian society","SDG 17","SDG 17.8"
"175930","digital equity law ley de equidad digital published official gazette april seeks enhance equity educational system","SDG 16","SDG 16.10"
"175930","dollarization anchors prices integration access capital markets facilitates financing eventual deficit current accounts","SDG 9","SDG 9.3"
"175930","dpf incorporates lessons learned banks prior engagement panama","SDG 17","SDG 17.8"
"175930","dpf series supports key institutional reforms promote fiscal environmental sustainability including global public consistent ibrds graduation policy wbg corporate priorities","SDG 13","SDG 13.3"
"175930","dpf series core instrument achieving critical policy objectives crosscutting objective strengthening institutional capacity governance ii addressing countries regional ethnic inequalities poor social outcomes iii supporting implementation global public agenda climate change international tax cooperation amlcft","SDG 17","SDG 17.1"
"175930","dpf series aligned fy country partnership framework cpf panama performance learning review plr discussed world banks board executive directors march page panama pandemic response growth recovery development policy operation june","SDG 4","SDG 4.1"
"175930","dpf series package coordinated financial assistance development partners response covid outbreak","SDG 12","SDG 12.1"
"175930","dpf series makes contributions fulfillment objectives cpf objective pillar improve budget management transparency capacity supporting continued growth ii objective pillar complement social assistance productive inclusion iii pillar broadly bolstering resilience sustainability","SDG 10","SDG 10.2"
"175930","dpf series supports complements ongoing world bankfinanced operations analytical","SDG 15","SDG 15.8"
"175930","dpf supports actions expected positive direct effects poverty reduction income distribution short term","SDG 1","SDG 1.1"
"175930","dpf supports objectives policy actions improving transparency increasing expenditure effectiveness shifting cleaner energies moving lowcarbon economy strengthening social protection programs policy actions improve social inclusion ip afrodescendants women","SDG 1","SDG 1.3"
"175930","dsa found public debttogdp ratio expected remain stable decline continuously figure","SDG 17","SDG 17.17"
"175930","dsa debttogdp ratio decline constant primary balance assumption","SDG 3","SDG 3.1"
"175930","duration program ester platform learning platform aimed increasing student learning amenable manner virtual space teachers students interact","SDG 11","SDG 11.7"
"175930","education policy actions build existing financial technical assistance provided meduca united nations page panama pandemic response growth recovery development policy operation childrens fund unicef","SDG 4","SDG 4.2"
"175930","educational material distance education included books manuals notes study guides print electronic format","SDG 4","SDG 4.3"
"175930","effects covid prevention treatment ncd","SDG 3","SDG 3.4"
"175930","effects war reducing projected growth developed economies affect panama percent exports countries china","SDG 11","SDG 11.5"
"175930","elevation ministerial level resulting budgetary provision reduced previous human financial resource challenges historically impeded application enforcement national environment regulation including gle","SDG 10","SDG 10.5"
"175930","energy sector key accelerating transition resilient sustainable economy supporting economic recovery covid pandemic allowing panama achieve mitigation goals paris agreement","SDG 9","SDG 9.a"
"175930","energy sector represents percent total emissions panama transport subsector represents percent total energy sector emissions","SDG 7","SDG 7.a"
"175930","energy transition heart decarbonization panamas economy","SDG 7","SDG 7.1"
"175930","estimated total students public schools plan colmena school distributed primary lower secondary secondary youth adults","SDG 17","SDG 17.17"
"175930","estimation learning losses due pandemic based schools remain closed simulating potential impacts covid school closures schooling learning outcomes prior action set global estimates","SDG 10","SDG 10.3"
"175930","estimation poverty impact pps world bank calculations based labor market household survey","SDG 10","SDG 10.5"
"175930","executive decree approved october dpf prior action sets stage upcoming policy actions address countrys climate change challenges","SDG 13","SDG 13.2"
"175930","expected impact prior action support vulnerable population affected pandemic covered traditional social assistance programs support transition labor market recovery phase","SDG 10","SDG 10.5"
"175930","expected programs registered sinip designed consultation ip council baseline","SDG 15","SDG 15.8"
"175930","expected result natural protected enhanced protection social inclusion status addresses adaptation climate issues fosters local populations capacity sustainably manage natural resources httpswwwgacetaoficialgobpapdftempcgacetanocpdf environmental law law july httpswwwgacetaoficialgobpapdftempagacetanoapdf page panama pandemic response growth recovery development policy operation dpf prior action","SDG 13","SDG 13.2"
"175930","expected results prior actions supported dpf series strengthening institutional capacity provision health services health regions enablement telehealth services promotion interchangeable generic medicines","SDG 13","SDG 13.3"
"175930","fatf recommendations methodology ensure technical support aligned international standards","SDG 6","SDG 6.a"
"P176353","absence cohesive strategy social economic inclusion persons disabilities limits effectiveness recent reforms","SDG 10","SDG 10.2"
"P176353","absence land markets mandatory cotton wheat crop placement system constrain agricultural productivity investments land irrigation system improvements","SDG 2","SDG 2.a"
"P176353","accompanied management letter issued auditor report internal control issues","SDG 6","SDG 6.a"
"P176353","adopted measures expected equalize prices paid government strategic wheat procurement trading prices wheat commercial commodity exchange result indicator","SDG 9","SDG 9.b"
"P176353","adoption poverty line method critical prerequisite improvement poverty measurement social policy reforms","SDG 1","SDG 1.1"
"P176353","approval roadmap step supporting uzbekistans ambitions realizing obligations crpd","SDG 15","SDG 15.8"
"P176353","audit report submitted world bank months fiscal december","SDG 17","SDG 17.8"
"P176353","audit conducted accordance international standards auditing isa","SDG 6","SDG 6.a"
"P176353","audited financial statements cbu publicly audit report restricted official","SDG 17","SDG 17.17"
"P176353","authorities aim bring budget deficit percent gdp aheadstarting budget support measures phased revenues supported recovery continued gold pricesand introduce set fiscal rules adopting debt law set limit percent gdp ppg debt incorporating limits annual budget deficit guarantees budget code","SDG 17","SDG 17.4"
"P176353","authorities plan energy sector reforms including tariff reform tariffs remain cost recovery restructuring divestiture soesincluding adopting privatization stateownership lawsto reduce role economy pandemic combined capacity constraints contributed delays","SDG 17","SDG 17.17"
"P176353","authorities responded quickly decisively measures support lives livelihoods boosting health social spending support businesses affected crisis","SDG 15","SDG 15.c"
"P176353","bank closely european bank reconstruction development ebrd adb energy soe publicprivate partnership ppp financial sector reforms eu agriculture rural development","SDG 2","SDG 2.a"
"P176353","bank closely asian development bank adb european union eu government japan government francewhich providing budget support authoritiesto ensure reform agendas supported respective budget support operations coordinated","SDG 12","SDG 12.1"
"P176353","bank require foreign currency dedicated account audited auditor acceptable world bank terms reference acceptable world bank","SDG 17","SDG 17.8"
"P176353","baseline survey world banks listening citizens uzbekistan found percent population aged form disability percent severe forms disability","SDG 10","SDG 10.7"
"P176353","borrower days withdrawal loan credits dedicated account report bank exact sum received dedicated account ii details account audit reviewed october","SDG 6","SDG 6.4"
"P176353","budget included public wage increases wage freeze catch inflation","SDG 17","SDG 17.17"
"P176353","budget appropriately maintained accommodative fiscal stance","SDG 15","SDG 15.8"
"P176353","budget continued provide additional expenditures healthcare vaccination investment expanding social assistance","SDG 3","SDG 3.b"
"P176353","budget deficit share gdp excluding ufrd lending expected remain declining anticipated pickup tax revenues due improvements tax compliance administration","SDG 17","SDG 17.1"
"P176353","budget deficit financed increased borrowing international financial institutions development partners domestic external local foreign currency bond issuances","SDG 17","SDG 17.1"
"P176353","budget law prepared amendments consolidated fiscal position comprising core republican budget revenues expenses ufrd extrabudgetary special purpose funds spending sources unreported previously revenues expenses close offbudget accounts externally financed expenditureswhich amounted percent gdp expenditure","SDG 13","SDG 13.a"
"P176353","cbu audited regularly internationally recognized audit firms received satisfactory audit reports","SDG 6","SDG 6.a"
"P176353","cbu policy rate percent september firmly positive real terms","SDG 16","SDG 16.1"
"P176353","cbu left monetary policy reference rate unchanged policy rate reductions decreased rate percent","SDG 16","SDG 16.1"
"P176353","cbu remains ready tighten policy","SDG 11","SDG 11.b"
"P176353","cbus tight monetary policy stance remains achieve gradual reduction inflation","SDG 11","SDG 11.b"
"P176353","central bank intensified supervision properly identify ensure disclosure npls challenges remainincluding unfinished reforms corporate governance stateowned commercial banks","SDG 15","SDG 15.8"
"P176353","challenges persons disabilities obtain employment","SDG 8","SDG 8.5"
"P176353","conclusions reviews constitute additional advisory material government final decision","SDG 16","SDG 16.7"
"P176353","considerable fragmentation public spending created significant constraints government align public spending core policy priorities including improvement health education services empowerment women disabled persons stronger emphasis reducing poverty supporting lowincome households increased level ambition tackle climate change environmental risks","SDG 11","SDG 11.2"
"P176353","continuation capital imports linked infrastructure modernization projected stabilize merchandise imports percent gdp","SDG 9","SDG 9.a"
"P176353","convention requires progressive realization equal social economic rights including reasonable accommodation universal design narrow gaps provisions implemented","SDG 10","SDG 10.2"
"P176353","core objective banks dpos continues sustaining inclusive market transition dpo maintained sustained sequenced reform engagement sectors critical objective agriculture energy soe reforms fiscal transparency social protection reforms","SDG 2","SDG 2.a"
"P176353","country continued weather crisis maintaining strong fiscal external buffers","SDG 15","SDG 15.8"
"P176353","country continued weather transition costs covid crisis maintaining strong fiscal external buffers","SDG 3","SDG 3.3"
"P176353","cpf revised performance learning review june uz discussed board june","SDG 4","SDG 4.1"
"P176353","current account deficit half percent gdp compared percent half percent","SDG 15","SDG 15.8"
"P176353","current account deficit financed increased borrowing multilateral bilateral development partners","SDG 3","SDG 3.c"
"P176353","current account deficit projected remain elevated mediumterm","SDG 15","SDG 15.8"
"P176353","current account deficit narrowed domestic demand fell projected widen percent gdp imports pick faster exports recovery domestic economic activity","SDG 17","SDG 17.1"
"P176353","current account deficits continue financed official financing portfolio investment government stateowned banks successfully tapping international capital markets foreign direct investment remains modest","SDG 10","SDG 10.5"
"P176353","decree beginning monthly capita income criterion recognize family lowincome information system single register social protection increased newly established poverty line increasing families identified poor formally eligible social assistance protection programs","SDG 1","SDG 1.3"
"P176353","deficit nonetheless jump percent gdp deficit","SDG 15","SDG 15.8"
"P176353","deficit financed external sources including budget support multilateral asian development bank world bank bilateral partners issuance eurobonds","SDG 4","SDG 4.3"
"P176353","development reforms increase economic social inclusion persons disabilities offer exemplar stakeholder engagement","SDG 10","SDG 10.2"
"P176353","disconnect due gender discrimination hiring decisions prevalent economically significant","SDG 5","SDG 5.1"
"P176353","distribution sectors economy receiving debt financing aligned priority focus development strategy governments sdg financing strategy","SDG 17","SDG 17.4"
"P176353","effect expected positive expected lead crop diversification increased farmer incomes result increased achieve goal afforestation program started covering hectares ha dry aral seabed droughtresistant plants representing percent increase previous","SDG 2","SDG 2.5"
"P176353","emergence opportunities creates unanticipated windows world bank development partners advance reforms requires operational agilityof provided standalone dpos","SDG 10","SDG 10.3"
"P176353","endyear projection percentage central bank uzbekistans cbu intermediate target percentmainly result food fuel prices","SDG 12","SDG 12.3"
"P176353","energy sector exposed risks climate variability impact energy supply disruptions due increased extreme weather events demand due rise annual hot days","SDG 13","SDG 13.2"
"P176420","design operation informed seychelles national development strategy benefitted widescale consultations","SDG 1","SDG 1.b"
"P176420","digitization government person payments person government expand financial inclusion boost uptake digital financial services expanding reach financial sector improving efficiency helping mitigate risks leading economic growth diversification strengthening financial sector increasing businesses access financial services","SDG 11","SDG 11.2"
"P176420","domestic currency appreciated percent dollar march","SDG 17","SDG 17.1"
"P176420","dpf addresses issues preserve natural capital reduce risk affecting sustainability address structural weaknesses promote growth","SDG 11","SDG 11.5"
"P176420","dpf gos reform plans aimed reducing debt sustainability risks threepillared approach comprising fiscal consolidation liability management operation external support","SDG 17","SDG 17.4"
"P176420","dpf informed constraints identified systematic country diagnostic scd june directly relates cpf fyfy acknowledged seychelles isolation increases costs limits opportunities weakening capacity absorb shocks","SDG 16","SDG 16.1"
"P176420","dpf mitigates risk providing strong dialogue world bank government close coordination international development partners","SDG 6","SDG 6.a"
"P176420","dpf supports reduction fiscal risks soes prior action enhancing improving debt transparency imf eff structural benchmarks debt management","SDG 17","SDG 17.4"
"P176420","dpf supports regulations address threats livelihood country","SDG 15","SDG 15.c"
"P176420","dpf supports submission suite regulatory measures instrumental establishment operation fintechs technologydriven business models parliament","SDG 17","SDG 17.19"
"P176420","dpo incorporates green resilient inclusive development grid approach world bank integrates shared vision sustainable inclusive economic recovery addresses structural challenges adverse impact covid pandemic","SDG 11","SDG 11.6"
"P176420","dsa concluded seychelles external debt sustainable subject significant risks","SDG 17","SDG 17.4"
"P176420","dsa scenario soes external debts similar magnitude percent gdp assumed government","SDG 17","SDG 17.4"
"P176420","economy contracted percent due primarily impact covid tourism sector","SDG 12","SDG 12.b"
"P176420","eff disbursement million bolster foreign exchange reserves world banks funds finance fiscal financing gap imf collaborated macroeconomic policy framework dsa","SDG 13","SDG 13.a"
"P176420","effect covid economy resulting increase borrowing raised urgency measures reduce fiscal risks strengthen fiscal management","SDG 11","SDG 11.6"
"P176420","effects climate change render aquaculture environmentally unsuitable production leading productionmanagement costs low httpsseymsp page seychelles fiscal sustainability climate resilience development policy loan productivity affects economic social sustainability","SDG 11","SDG 11.5"
"P176420","exchange rate stood scr dollar october scr dollar march offsetting depreciation","SDG 16","SDG 16.1"
"P176420","external account expected narrow tourism earnings rebound","SDG 12","SDG 12.b"
"P176420","external deficit financed external borrowing foreign direct investment table","SDG 17","SDG 17.5"
"P176420","financing gap arose financed increased borrowing domestic external markets","SDG 10","SDG 10.5"
"P176420","financing deficit affected fiscal debt sustainability","SDG 17","SDG 17.4"
"P176420","financing million provided operation address seychelles funding emanated due governments response covid","SDG 13","SDG 13.a"
"P176420","findings assessment inform future policies legislation fisheries sector","SDG 14","SDG 14.6"
"P176420","dpf supports governments approval amended beneficial ownership act efforts establish maintain uptodate register beneficial owners centralized database international domestic financial entities","SDG 17","SDG 17.1"
"P176420","dpo supports approval public enterprise monitoring bill strengthens position public enterprise monitoring commission pemc dedicated agency soe monitoring providing agency powers including setting performance targets","SDG 9","SDG 9.3"
"P176420","operation supports approval aquaculture regulations","SDG 14","SDG 14.4"
"P176420","pillar aims strengthen mediumterm fiscal sustainability reducing fiscal risks restoring public debt path levels","SDG 17","SDG 17.4"
"P176420","fiscal deficit expected contract mediumterm government undertakes fiscal adjustment","SDG 15","SDG 15.8"
"P176420","fisheries act primary legislation governing fisheries sector seychelles","SDG 14","SDG 14.6"
"P176420","fisheries act recognized effective management sustainable development fisheries taking account extent internationally recognized norms standards practices established united nations convention law sea united nations agreement implementation provisions united nations convention law sea","SDG 14","SDG 14.c"
"P176420","fisheries act ensure ocean economy sustainably developed ensure diversification growth sector expense ocean protection conservation","SDG 14","SDG 14.2"
"P176420","fisheries industry suffers steady decline artisanal demersal fish catches sustain countrys fish","SDG 14","SDG 14.4"
"P176420","function eac evaluate environmental impacts development project activity referred recommendations ministry agriculture climate change environment responsible administering environmental protection act","SDG 14","SDG 14.2"
"P176420","gos acknowledges increased automation expose src cyber security threats undermine integrity information systems compromise confidentiality information","SDG 16","SDG 16.10"
"P176420","gos changed october election resulted opposition elected form government time coup dtat","SDG 16","SDG 16.1"
"P176420","gos engaged parliamentary committees preparation operation prior actions subject legislative review approval","SDG 15","SDG 15.8"
"P176420","gos environmental laws regulations policies acceptable","SDG 14","SDG 14.c"
"P176420","gos shown strong leadership understand sources vulnerabilities build resilience natural hazards climate change impacts financial sector risk","SDG 13","SDG 13.2"
"P176420","gos intention implement blue economy concept national level framework foster integrated approach sustainable development programs","SDG 1","SDG 1.b"
"P176420","gos introduced expendituresaving measures expected continue medium term including limiting recruitments key positions ministries departments freezing salaries public service employees freezing term service allowance introduction schemes service","SDG 15","SDG 15.8"
"P176420","gos creating environment facilitate recovery economic growth","SDG 8","SDG 8.8"
"P176420","gos recognizes importance hazard climate financial resilience sustainable development","SDG 13","SDG 13.2"
"P176505","specifically key characteristics program design include eligible program beneficiaries migrants venezuela official id document recognized goc","SDG 15","SDG 15.8"
"P176505","specifically fiscal rule creation fiscal council approved september greatly strengthen fiscal framework","SDG 1","SDG 1.b"
"P176505","specifically conpes sets framework development implementation sectoral strategies expand access health care education childhood childhood adolescence labor housing security services benefits migrants venezuela host communities","SDG 4","SDG 4.2"
"P176505","specifically iadb deliver board parallel policybased operation policy content operations developed jointly","SDG 12","SDG 12.1"
"P176505","specifically operation aligned cpf pillar fostering balanced territorial development proposed support measures strengthen financial capacity border host disproportionately impacted influx migrants venezuela","SDG 15","SDG 15.a"
"P176505","specifically paper notes operational challenge identifying locating tracing unregistered migrants","SDG 15","SDG 15.8"
"P176505","specifically prior action enable registration migrants venezuela health insurance system expected percent increase migrants enrolled sisben social registry system","SDG 1","SDG 1.3"
"P176505","specifically proposed operation aligned fcv strategy pillar engagement mitigating spillover effects addressing crossborder crises forced displacement shocks","SDG 13","SDG 13.a"
"P176505","specifically provisions reflected operational manual cdvd sdp programs include provisions finance rental subsidies units located subject climate hazards adapted floods landslides climate risks deemed structurally sound ii invest hazardous conditions climate risk prevent land urban development iii preserve environmentally protected iv invest access public services invest roads basic infrastructure","SDG 12","SDG 12.c"
"P176505","spending services projected increase slightly partly due spending vaccine health spending appropriated executed projected spent","SDG 3","SDG 3.b"
"P176505","spending services related covid response transfers households departmental local governments increased percent gdp","SDG 16","SDG 16.1"
"P176505","spillover effects venezuelan crisis migration impacts colombia","SDG 15","SDG 15.8"
"P176505","sscs formal crosssectoral entities provide guidelines instructions data collection data management information security official statistics specific thematic roundtables frequently created framework specific sscs","SDG 1","SDG 1.b"
"P176505","stakeholder risks considered substantial potential significant regional pockets resistance inclusive migration policies cities border disproportionate incidence migrants venezuela","SDG 11","SDG 11.b"
"P176505","stakeholders substantial","SDG 15","SDG 15.8"
"P176505","standard sensitivity analyses baseline scenario slower expected economic growth standard deviation short run standard deviation shock exchange rate increase public debt levels peak percent gdp","SDG 17","SDG 17.4"
"P176505","status tps venezuelan migrants evidenced decree results indicator venezuelan migrants dated march published official gazette date women registered establishing definitions principles guidelines system social security health sgsss regulation orientation integrated migratory policy mechanisms direction interinstitutional coordination results indicator percentage strengthening roles responsibilities migratory management venezuelan migrants women including inter alia measures prevent forms racism xenophobia pep ppt applied discrimination migrants reduce vulnerability ii socioeconomic survey register measures social economic integration migrants host national system identification communities differentiated territorial approach iii measures potential social program beneficiaries statelessness iv instances international protection sisben provided foreigners evidenced law dated august results indicator norms procedures published official gazette date andor instruments guide integrated migratory policy issues socioeconomic integration migrants ii recognition statelessness condition people born abroad colombia","SDG 11","SDG 11.2"
"P176505","regularization venezuelans factor favors increase migration pressure border host municipalities requiring local authorities permanent accompaniment strengthen capacity respond situation","SDG 1","SDG 1.5"
"P176505","strengthening planning institutional capacities scope facilitate coordinated action effective provision basic services public policy promoting economic social integration migrants improving standard living conditions host population","SDG 13","SDG 13.3"
"P176505","strict lockdown mobility restrictions repercussions pandemic global demand oil prices ensuing uncertainty depth duration crisis disrupted domestic supply demand bringing manufacturing construction percent colombians expressed agreement government hosting venezuelans colombia situation country august percent","SDG 17","SDG 17.1"
"P176505","subject development policy letter","SDG 12","SDG 12.1"
